id,language,originalTitle,Title_CN,Title_EN,Title_Other,author_id,publicationYear,creationYear,genre,reviewStatus,createdAt,updatedAt,deletedAt
01a013e8-907f-7396-b9b5-d53f144300e5,ru,Крейцерова соната,克莱采奏鸣曲,The Kreutzer Sonata,,01a013e6-e885-766b-b9db-315e52f41b7d,1889,,Fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d54042135f84,ru,Плоды просвещения,教育的果实,The Fruits of Enlightenment,,01a013e6-e885-766b-b9db-315e52f41b7d,1891,,Drama,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d54175d977ed,ru,Царство Божие внутри вас,天国在你们心中,The Kingdom of God Is Within You,,01a013e6-e885-766b-b9db-315e52f41b7d,1894,,Non-fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d542f37726aa,ru,Хозяин и работник,主人与仆人,Master and Man,,01a013e6-e885-766b-b9db-315e52f41b7d,1895,,Fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d5434f433ddf,ru,Что такое искусство?,什么是艺术？,What Is Art?,,01a013e6-e885-766b-b9db-315e52f41b7d,1897,,Non-fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d54492ece4c7,ru,Отец Сергий,谢尔基神父,Father Sergius,,01a013e6-e885-766b-b9db-315e52f41b7d,1898,,Fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d5456f988eae,ru,Воскресение,复活,Resurrection,,01a013e6-e885-766b-b9db-315e52f41b7d,1899,,Fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d54684c56f5f,ru,Живой труп,活尸,The Living Corpse,Redemption,01a013e6-e885-766b-b9db-315e52f41b7d,1900,,Drama,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d5479ab720ab,ru,После бала,舞会以后,After the Ball,,01a013e6-e885-766b-b9db-315e52f41b7d,1903,,Fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d548922dabb3,ru,Фальшивый купон,伪造的息票,The Forged Coupon,,01a013e6-e885-766b-b9db-315e52f41b7d,1904,,Fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d54975416fdf,ru,Дьявол,魔鬼,The Devil,,01a013e6-e885-766b-b9db-315e52f41b7d,1911,,Fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d54a1dfa0194,ru,Хаджи-Мурат,哈吉·穆拉特,Hadji Murat,,01a013e6-e885-766b-b9db-315e52f41b7d,1912,,Fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d54b41f04d91,es,La hojarasca,枯枝败叶,Leaf Storm,,01a013e6-e886-7360-b888-ca613085ca88,1955,,Fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d54cc75e9104,es,El coronel no tiene quien le escriba,没有人给他写信的上校,No One Writes to the Colonel,,01a013e6-e886-7360-b888-ca613085ca88,1961,,Fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d54d29794b4d,es,La mala hora,恶时辰,In Evil Hour,,01a013e6-e886-7360-b888-ca613085ca88,1962,,Fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d54e5d6fb693,es,Los funerales de la Mamá Grande,格兰德大妈的葬礼,Big Mama's Funeral,,01a013e6-e886-7360-b888-ca613085ca88,1962,,Fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d54f87c9321b,es,Cien años de soledad,百年孤独,One Hundred Years of Solitude,,01a013e6-e886-7360-b888-ca613085ca88,1967,,Fiction,reviewed,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d550c685147d,es,Relato de un náufrago,一个海难幸存者的故事,The Story of a Shipwrecked Sailor,,01a013e6-e886-7360-b888-ca613085ca88,1970,,Non-fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d551c713b1ca,es,La increíble y triste historia de la cándida Eréndira y de su abuela desalmada,世上最美的溺水者,The Incredible and Sad Tale of Innocent Eréndira and Her Heartless Grandmother,埃伦蒂拉和她残忍的祖母的难以置信的悲惨故事,01a013e6-e886-7360-b888-ca613085ca88,1972,,Fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d5523844d6d9,es,Ojos de perro azul,蓝狗的眼睛,Eyes of a Blue Dog,,01a013e6-e886-7360-b888-ca613085ca88,1962,,Fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d553588c16c0,es,El otoño del patriarca,族长的秋天,The Autumn of the Patriarch,,01a013e6-e886-7360-b888-ca613085ca88,1975,,Fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d554c574329a,es,Crónica de una muerte anunciada,一桩事先张扬的谋杀案,Chronicle of a Death Foretold,,01a013e6-e886-7360-b888-ca613085ca88,1981,,Fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d55570947895,es,El olor de la guayaba,番石榴飘香,The Fragrance of Guava,,01a013e6-e886-7360-b888-ca613085ca88,1982,,Non-fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d556f0037816,es,El amor en los tiempos del cólera,霍乱时期的爱情,Love in the Time of Cholera,,01a013e6-e886-7360-b888-ca613085ca88,1985,,Fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d557ab578254,es,La aventura de Miguel Littín clandestino en Chile,米格尔在智利的地下行动,Clandestine in Chile,,01a013e6-e886-7360-b888-ca613085ca88,1986,,Non-fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d558519c18e4,es,El general en su laberinto,迷宫中的将军,The General in His Labyrinth,,01a013e6-e886-7360-b888-ca613085ca88,1989,,Fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d559b9c04323,es,Doce cuentos peregrinos,奇怪的朝圣者,Strange Pilgrims,十二个异乡故事,01a013e6-e886-7360-b888-ca613085ca88,1992,,Fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d55a465787b8,es,Del amor y otros demonios,爱情和其他魔鬼,Of Love and Other Demons,关于爱与其他的恶魔,01a013e6-e886-7360-b888-ca613085ca88,1994,,Fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d55b812c7729,es,Noticia de un secuestro,一起连环绑架案的新闻,News of a Kidnapping,,01a013e6-e886-7360-b888-ca613085ca88,1996,,Non-fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d55c985ef231,es,Vivir para contarla,活着为了讲述,Living to Tell the Tale,,01a013e6-e886-7360-b888-ca613085ca88,2002,,Non-fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d55dc1a17584,es,Memoria de mis putas tristes,苦妓回忆录,Memories of My Melancholy Whores,,01a013e6-e886-7360-b888-ca613085ca88,2004,,Fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d55e0caab537,es,Yo no vengo a decir un discurso,我不是来演讲的,I'm Not Here to Give a Speech,,01a013e6-e886-7360-b888-ca613085ca88,2010,,Non-fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d55fd47c768e,es,En agosto nos vemos,八月见,Until August,我们八月见,01a013e6-e886-7360-b888-ca613085ca88,2024,,Fiction,draft,2026-08-18T06:35:02.746000,2026-08-18T08:50:43+00:00,
01a013e8-907f-7396-b9b5-d56024e84548,en,Zen and the Art of Motorcycle Maintenance,禅与摩托车维修艺术,Zen and the Art of Motorcycle Maintenance,,01a013e6-e886-7360-b888-ca62b7350948,1974,,Non-fiction,draft,2026-08-18T08:50:43+00:00,2026-08-18T08:50:43+00:00,
01a013eb-4664-715c-a68f-acb1ce46e342,en,Walden,瓦尔登湖,Walden,,01a013eb-4662-71a2-8d30-d688ece9a063,1854,,Non-fiction,draft,2026-08-18T08:50:43+00:00,2026-08-18T08:50:43+00:00,
01a013f1-545e-7562-bc38-7692ef32b09c,en,The Meeting of East and West,当东方遇到西方,The Meeting of East and West,,01a013f1-1c6e-7269-a405-f3520bca2da8,1946,,Non-fiction,draft,2026-08-18T08:50:43+00:00,2026-08-19T05:44:49+00:00,
01a013f1-545e-7562-bc38-7693325b8d93,ar,أَلْفُ لَيْلَةٍ وَلَيْلَةٌ,一千零一夜,One Thousand and One Nights,,01a013f1-1c6e-7269-a405-f353134bd626,,,Fiction,draft,2026-08-18T08:50:43+00:00,2026-08-18T08:50:43+00:00,
01a0156e-bb69-75d8-9889-54907fe1596f,en,Bible,圣经,Bible,,01a013f1-1c6e-7269-a405-f353134bd626,,,Non-fiction,draft,,,
01a017db-86df-731c-82b7-b45d82218b46,en,The Picture of Dorian Gray,道林·格雷的画像,The Picture of Dorian Gray,,01a017d9-8ee7-7513-a6d8-e2fed3bd0434,1891,,Fiction,reviewed,,,
01a017de-6529-7455-aa57-eb564adbb954,en,De Profundis,自深深处,,,01a017d9-8ee7-7513-a6d8-e2fed3bd0434,1897,,Non-fiction,draft,,,
01a01888-9625-716a-96fb-d8331f462545,ja,世界の終りとハードボイルド・ワンダーランド,世界尽头与冷酷仙境,,,01a01887-be01-7589-b0b7-b6fec3d2811b,1985,,Fiction,reviewed,2026-08-19T05:39:59+00:00,2026-08-19T06:26:47+00:00,
01a01889-6cc0-75f9-8c09-0ae6392a3ab5,ja,いちきゅうはちよん,1Q84,,,01a01887-be01-7589-b0b7-b6fec3d2811b,2009,,Fiction,reviewed,2026-08-19T05:40:54+00:00,2026-08-19T06:01:23+00:00,
01a018b5-fa92-7642-ac15-6dc232b7303a,en,The Great Gatsby,了不起的盖茨比,The Great Gatsby,大亨小传,01a018b4-a243-77b8-abac-63ba1b51e6ca,1925,,Fiction,draft,2026-08-19T06:29:34+00:00,2026-08-19T06:29:34+00:00,
01a018b6-f998-7104-9d02-e7e2a318d399,ja,ノルウェイの森／ノルウェイのもり,挪威的森林,,,01a01887-be01-7589-b0b7-b6fec3d2811b,1987,,Fiction,draft,2026-08-19T06:30:39+00:00,2026-08-19T06:30:39+00:00,
01a018df-05f2-71ae-a076-a02610b6dfa8,ru,Бра́тья Карама́зовы,卡拉马佐夫兄弟,The Brothers Karamazov,,01a018dd-ce2a-7690-972b-11c60fcc2b08,1878,,Fiction,draft,2026-08-19T07:14:24+00:00,2026-08-19T07:14:24+00:00,
01a018e4-6480-77c1-ab4e-0f121f1384af,fr,Le Rouge et le Noir,红与黑,,,01a018e3-a01e-7184-960d-4b98939452cc,1830,,Fiction,draft,2026-08-19T07:20:16+00:00,2026-08-19T07:20:16+00:00,
01a018f1-6dfb-72c2-96f0-bb1555f76e9a,en,Nineteen Eighty-Four,1984,Nineteen Eighty-Four,一九八四,01a018ef-484e-779e-b53e-e95d8ae41a9f,1949,,Fiction,reviewed,2026-08-19T07:34:30+00:00,2026-08-19T07:36:23+00:00,
01a018f2-05df-7595-9b64-6b15ff1bfe57,en,Animal Farm,动物庄园,Animal Farm,,01a018ef-484e-779e-b53e-e95d8ae41a9f,1945,,Fiction,draft,2026-08-19T07:35:09+00:00,2026-08-19T07:35:09+00:00,
01a018f7-848d-7524-8a00-ea267594f058,fr,À la recherche du temps perdu,追忆似水年华,,追寻逝去的时光,01a018f6-2b47-743a-a9b7-e1a755d0369a,1913,,Non-fiction,draft,2026-08-19T07:41:09+00:00,2026-08-19T07:41:09+00:00,
01a01908-dbe4-75a2-a90e-b51bfb77571f,fr,Les Paysans,农民,,,01a01905-47d9-76de-b138-569429a5b005,,,Non-fiction,draft,2026-08-19T08:00:06+00:00,2026-08-19T08:00:06+00:00,
01a01911-b32c-74da-bd3d-3748a50af3f7,ru,Рудин,罗亭,,,01a01910-b3aa-76b9-a80b-893aa613548c,1856,,Non-fiction,draft,2026-08-19T08:09:45+00:00,2026-08-19T08:09:45+00:00,
01a01914-4709-7655-9522-ac8a6f2b67b1,ru,Вешние воды,春潮,,,01a01910-b3aa-76b9-a80b-893aa613548c,1872,,Fiction,draft,2026-08-19T08:12:34+00:00,2026-08-19T08:12:34+00:00,
01a01968-38cb-7a5b-849f-0b976fd057b5,ja,風の歌を聴け,且听风吟,Hear the Wind Sing,听风的歌,01a01887-be01-7589-b0b7-b6fec3d2811b,1979,,Fiction,draft,2026-08-19T09:45:01+00:00,2026-08-19T09:45:01+00:00,
01a01968-38dd-78b4-bbfb-5c1a7b15fbe4,ja,1973年のピンボール,一九七三年的弹子球,"Pinball, 1973",1973年的弹珠玩具,01a01887-be01-7589-b0b7-b6fec3d2811b,1980,,Fiction,draft,2026-08-19T09:45:01+00:00,2026-08-19T09:45:01+00:00,
01a01968-38de-75b4-b63b-fbe9d35bee6e,ja,羊をめぐる冒険,寻羊冒险记,A Wild Sheep Chase,,01a01887-be01-7589-b0b7-b6fec3d2811b,1982,,Fiction,draft,2026-08-19T09:45:01+00:00,2026-08-19T09:45:01+00:00,
01a01968-38de-7509-b00f-b4a41920d20a,ja,ダンス・ダンス・ダンス,舞·舞·舞,Dance Dance Dance,,01a01887-be01-7589-b0b7-b6fec3d2811b,1988,,Fiction,draft,2026-08-19T09:45:01+00:00,2026-08-19T09:45:01+00:00,
01a01968-38de-7c82-b2f2-629d7a4e23b5,ja,国境の南、太陽の西,国境以南 太阳以西,"South of the Border, West of the Sun",国境之南 太阳之西,01a01887-be01-7589-b0b7-b6fec3d2811b,1992,,Fiction,draft,2026-08-19T09:45:01+00:00,2026-08-19T09:45:01+00:00,
01a01968-38df-7fb9-8362-ade612b6a9c9,ja,ねじまき鳥クロニクル,奇鸟行状录,The Wind-Up Bird Chronicle,发条鸟年代记,01a01887-be01-7589-b0b7-b6fec3d2811b,1994,,Fiction,draft,2026-08-19T09:45:01+00:00,2026-08-19T09:45:01+00:00,
01a01968-38df-73b3-ad28-e8672417da64,ja,スプートニクの恋人,斯普特尼克恋人,Sputnik Sweetheart,人造卫星情人,01a01887-be01-7589-b0b7-b6fec3d2811b,1999,,Fiction,draft,2026-08-19T09:45:01+00:00,2026-08-19T09:45:01+00:00,
01a01968-38df-76fb-8765-a4ce4dbb4107,ja,海辺のカフカ,海边的卡夫卡,Kafka on the Shore,,01a01887-be01-7589-b0b7-b6fec3d2811b,2002,,Fiction,draft,2026-08-19T09:45:01+00:00,2026-08-19T09:45:01+00:00,
01a01968-38e0-7a2d-ac45-27be95de65a9,ja,アフターダーク,天黑以后,After Dark,黑夜之后,01a01887-be01-7589-b0b7-b6fec3d2811b,2004,,Fiction,draft,2026-08-19T09:45:01+00:00,2026-08-19T09:45:01+00:00,
01a01968-38e0-7f81-9c59-17081299cbf0,ja,色彩を持たない多崎つくると、彼の巡礼の年,没有色彩的多崎作和他的巡礼之年,Colorless Tsukuru Tazaki and His Years of Pilgrimage,,01a01887-be01-7589-b0b7-b6fec3d2811b,2013,,Fiction,draft,2026-08-19T09:45:01+00:00,2026-08-19T09:45:01+00:00,
01a01968-38e0-70ad-a12a-e8308f17de50,ja,騎士団長殺し,刺杀骑士团长,Killing Commendatore,,01a01887-be01-7589-b0b7-b6fec3d2811b,2017,,Fiction,draft,2026-08-19T09:45:01+00:00,2026-08-19T09:45:01+00:00,
01a01968-38e0-7f64-8c8d-dadf91c9fbf4,ja,街とその不確かな壁,小城与不确定性的墙,The City and Its Uncertain Walls,城与不确定的墙,01a01887-be01-7589-b0b7-b6fec3d2811b,2023,,Fiction,draft,2026-08-19T09:45:01+00:00,2026-08-19T09:45:01+00:00,
01a01968-38e1-789e-b765-9e53c606f50a,ja,中国行きのスロウ・ボート,开往中国的慢船,,A Slow Boat to China,01a01887-be01-7589-b0b7-b6fec3d2811b,1983,,Fiction,draft,2026-08-19T09:45:01+00:00,2026-08-19T09:45:01+00:00,
01a01968-38e1-73c7-a584-2420bc9a58b5,ja,螢・納屋を焼く・その他の短編,萤,,"萤火虫;Firefly, Barn Burning and Other Stories",01a01887-be01-7589-b0b7-b6fec3d2811b,1984,,Fiction,draft,2026-08-19T09:45:01+00:00,2026-08-19T09:45:01+00:00,
01a01968-38e2-7fe9-8d77-95525b236040,ja,パン屋再襲撃,再袭面包店,,面包店再袭击;The Second Bakery Attack,01a01887-be01-7589-b0b7-b6fec3d2811b,1986,,Fiction,draft,2026-08-19T09:45:01+00:00,2026-08-19T09:45:01+00:00,
01a01968-38e2-7bf9-95de-1c6c035e9fd7,ja,TVピープル,电视人,,TV People,01a01887-be01-7589-b0b7-b6fec3d2811b,1990,,Fiction,draft,2026-08-19T09:45:01+00:00,2026-08-19T09:45:01+00:00,
01a01968-38e3-72ca-a7ad-0c1a0ee4d6ed,ja,レキシントンの幽霊,莱辛顿的幽灵,,The Ghost of Lexington,01a01887-be01-7589-b0b7-b6fec3d2811b,1996,,Fiction,draft,2026-08-19T09:45:01+00:00,2026-08-19T09:45:01+00:00,
01a01968-38e3-7f7f-a3b2-e7de8e844b27,ja,神の子どもたちはみな踊る,神的孩子全跳舞,After the Quake,神的孩子都在跳舞,01a01887-be01-7589-b0b7-b6fec3d2811b,2000,,Fiction,draft,2026-08-19T09:45:01+00:00,2026-08-19T09:45:01+00:00,
01a01968-38e3-7ff3-8baf-8960a237c444,ja,東京奇譚集,东京奇谭集,,Tokyo Ghost Stories,01a01887-be01-7589-b0b7-b6fec3d2811b,2005,,Fiction,draft,2026-08-19T09:45:01+00:00,2026-08-19T09:45:01+00:00,
01a01968-38e4-7370-877a-af12857a73a6,ja,女のいない男たち,没有女人的男人们,Men Without Women,,01a01887-be01-7589-b0b7-b6fec3d2811b,2014,,Fiction,draft,2026-08-19T09:45:01+00:00,2026-08-19T09:45:01+00:00,
01a01968-38e4-78c9-a351-e86dadf686dc,ja,一人称単数,第一人称单数,First Person Singular,,01a01887-be01-7589-b0b7-b6fec3d2811b,2020,,Fiction,draft,2026-08-19T09:45:01+00:00,2026-08-19T09:45:01+00:00,
01a01968-38ed-7c48-a0ac-836348b10ba1,ja,走ることについて語るときに僕の語ること,当我谈跑步时我谈些什么,What I Talk About When I Talk About Running,关于跑步，我说的其实是……,01a01887-be01-7589-b0b7-b6fec3d2811b,2007,,Non-fiction,draft,2026-08-19T09:45:01+00:00,2026-08-19T09:45:01+00:00,
01a01968-38ee-7bcf-b98d-e1319c4d14d1,ja,職業としての小説家,我的职业是小说家,Novelist as a Vocation,身为职业小说家,01a01887-be01-7589-b0b7-b6fec3d2811b,2015,,Non-fiction,draft,2026-08-19T09:45:01+00:00,2026-08-19T09:45:01+00:00,
01a01db1-5c37-7050-8a17-a7fe2528e68a,zh,作品测试用例,作品测试用例,,,"01a013e6-e886-7360-b888-ca613085ca88, 01a013f1-1c6e-7269-a405-f3520bca2da8, 01a013e6-e886-7360-b888-ca62b7350948",,,Non-fiction,draft,2026-08-20T05:42:37+00:00,2026-08-20T07:20:15+00:00,2026-08-20T08:42:57+00:00
